# Emission
# Column format:
# Wavelength (nm)	Emission angle (deg)	C+ (W*m^-2*sr^-1*nm^-1)	
6.120000E2	3.000000E1	1.045724E-2
6.120000E2	3.200000E1	9.987041E-3
6.120000E2	3.400000E1	9.479188E-3
6.120000E2	3.600000E1	8.936573E-3
6.120000E2	3.800000E1	8.387399E-3
6.120000E2	4.000000E1	8.045455E-3
6.120000E2	4.200000E1	7.811052E-3
6.120000E2	4.400000E1	5.353094E-3
6.120000E2	4.600000E1	5.731432E-3
6.120000E2	4.800000E1	6.372158E-3
6.120000E2	5.000000E1	6.950488E-3
6.120000E2	5.200000E1	7.405798E-3
6.120000E2	5.400000E1	7.731518E-3
6.120000E2	5.600000E1	7.932685E-3
6.120000E2	5.800000E1	8.015486E-3
6.120000E2	6.000000E1	7.984749E-3
6.120000E2	6.200000E1	7.843692E-3
6.120000E2	6.400000E1	7.594420E-3
6.120000E2	6.600000E1	7.238724E-3
6.120000E2	6.800000E1	6.779098E-3
6.120000E2	7.000000E1	6.219966E-3
6.120000E2	7.200000E1	5.569128E-3
6.120000E2	7.400000E1	4.839389E-3
6.120000E2	7.600000E1	4.050219E-3
6.120000E2	7.800000E1	3.229136E-3
6.120000E2	8.000000E1	2.412323E-3
6.140000E2	0.000000E0	1.337592E-2
6.140000E2	2.000000E0	1.336110E-2
6.140000E2	4.000000E0	1.331670E-2
6.140000E2	6.000000E0	1.324285E-2
6.140000E2	8.000000E0	1.313978E-2
6.140000E2	1.000000E1	1.300778E-2
6.140000E2	1.200000E1	1.284716E-2
6.140000E2	1.400000E1	1.265827E-2
6.140000E2	1.600000E1	1.244136E-2
6.140000E2	1.800000E1	1.219665E-2
6.140000E2	2.000000E1	1.192415E-2
6.140000E2	2.200000E1	1.162367E-2
6.140000E2	2.400000E1	1.129470E-2
6.140000E2	2.600000E1	1.093633E-2
6.140000E2	2.800000E1	1.054712E-2
6.140000E2	3.000000E1	1.012512E-2
6.140000E2	3.200000E1	9.667948E-3
6.140000E2	3.400000E1	9.173667E-3
6.140000E2	3.600000E1	8.644725E-3
6.140000E2	3.800000E1	8.107512E-3
6.140000E2	4.000000E1	7.765150E-3
6.140000E2	4.200000E1	7.505950E-3
6.140000E2	4.400000E1	5.150278E-3
6.140000E2	4.600000E1	5.533041E-3
6.140000E2	4.800000E1	6.164252E-3
6.140000E2	5.000000E1	6.731618E-3
6.140000E2	5.200000E1	7.177445E-3
6.140000E2	5.400000E1	7.495922E-3
6.140000E2	5.600000E1	7.692276E-3
6.140000E2	5.800000E1	7.772751E-3
6.140000E2	6.000000E1	7.742225E-3
6.140000E2	6.200000E1	7.604004E-3
6.140000E2	6.400000E1	7.360317E-3
6.140000E2	6.600000E1	7.013109E-3
6.140000E2	6.800000E1	6.565028E-3
6.140000E2	7.000000E1	6.020617E-3
6.140000E2	7.200000E1	5.387712E-3
6.140000E2	7.400000E1	4.678993E-3
6.140000E2	7.600000E1	3.913560E-3
6.140000E2	7.800000E1	3.118221E-3
6.140000E2	8.000000E1	2.328034E-3
6.160000E2	0.000000E0	1.294423E-2
6.160000E2	2.000000E0	1.292991E-2
6.160000E2	4.000000E0	1.288699E-2
6.160000E2	6.000000E0	1.281560E-2
6.160000E2	8.000000E0	1.271596E-2
6.160000E2	1.000000E1	1.258833E-2
6.160000E2	1.200000E1	1.243300E-2
6.160000E2	1.400000E1	1.225027E-2
6.160000E2	1.600000E1	1.204039E-2
6.160000E2	1.800000E1	1.180352E-2
6.160000E2	2.000000E1	1.153967E-2
6.160000E2	2.200000E1	1.124860E-2
6.160000E2	2.400000E1	1.092979E-2
6.160000E2	2.600000E1	1.058231E-2
6.160000E2	2.800000E1	1.020473E-2
6.160000E2	3.000000E1	9.795086E-3
6.160000E2	3.200000E1	9.350960E-3
6.160000E2	3.400000E1	8.870321E-3
6.160000E2	3.600000E1	8.355193E-3
6.160000E2	3.800000E1	7.830234E-3
6.160000E2	4.000000E1	7.488267E-3
6.160000E2	4.200000E1	7.206677E-3
6.160000E2	4.400000E1	4.951356E-3
6.160000E2	4.600000E1	5.337374E-3
6.160000E2	4.800000E1	5.958333E-3
6.160000E2	5.000000E1	6.514235E-3
6.160000E2	5.200000E1	6.950235E-3
6.160000E2	5.400000E1	7.261245E-3
6.160000E2	5.600000E1	7.452654E-3
6.160000E2	5.800000E1	7.530747E-3
6.160000E2	6.000000E1	7.500441E-3
6.160000E2	6.200000E1	7.365117E-3
6.160000E2	6.400000E1	7.127116E-3
6.160000E2	6.600000E1	6.788521E-3
6.160000E2	6.800000E1	6.352120E-3
6.160000E2	7.000000E1	5.822557E-3
6.160000E2	7.200000E1	5.207680E-3
6.160000E2	7.400000E1	4.520024E-3
6.160000E2	7.600000E1	3.778299E-3
6.160000E2	7.800000E1	3.008590E-3
6.160000E2	8.000000E1	2.244832E-3
6.180000E2	0.000000E0	1.252110E-2
6.180000E2	2.000000E0	1.250726E-2
6.180000E2	4.000000E0	1.246579E-2
6.180000E2	6.000000E0	1.239681E-2
6.180000E2	8.000000E0	1.230052E-2
6.180000E2	1.000000E1	1.217715E-2
6.180000E2	1.200000E1	1.202698E-2
6.180000E2	1.400000E1	1.185029E-2
6.180000E2	1.600000E1	1.164728E-2
6.180000E2	1.800000E1	1.141809E-2
6.180000E2	2.000000E1	1.116270E-2
6.180000E2	2.200000E1	1.088086E-2
6.180000E2	2.400000E1	1.057202E-2
6.180000E2	2.600000E1	1.023524E-2
6.180000E2	2.800000E1	9.869098E-3
6.180000E2	3.000000E1	9.471616E-3
6.180000E2	3.200000E1	9.040368E-3
6.180000E2	3.400000E1	8.573225E-3
6.180000E2	3.600000E1	8.071819E-3
6.180000E2	3.800000E1	7.559165E-3
6.180000E2	4.000000E1	7.218211E-3
6.180000E2	4.200000E1	6.916904E-3
6.180000E2	4.400000E1	4.758515E-3
6.180000E2	4.600000E1	5.146774E-3
6.180000E2	4.800000E1	5.757040E-3
6.180000E2	5.000000E1	6.301246E-3
6.180000E2	5.200000E1	6.727292E-3
6.180000E2	5.400000E1	7.030763E-3
6.180000E2	5.600000E1	7.217196E-3
6.180000E2	5.800000E1	7.292900E-3
6.180000E2	6.000000E1	7.262821E-3
6.180000E2	6.200000E1	7.130403E-3
6.180000E2	6.400000E1	6.898090E-3
6.180000E2	6.600000E1	6.568089E-3
6.180000E2	6.800000E1	6.143310E-3
6.180000E2	7.000000E1	5.628483E-3
6.180000E2	7.200000E1	5.031450E-3
6.180000E2	7.400000E1	4.364585E-3
6.180000E2	7.600000E1	3.646196E-3
6.180000E2	7.800000E1	2.901648E-3
6.180000E2	8.000000E1	2.163766E-3
6.200000E2	0.000000E0	1.210482E-2
6.200000E2	2.000000E0	1.209145E-2
6.200000E2	4.000000E0	1.205141E-2
6.200000E2	6.000000E0	1.198478E-2
6.200000E2	8.000000E0	1.189177E-2
6.200000E2	1.000000E1	1.177258E-2
6.200000E2	1.200000E1	1.162748E-2
6.200000E2	1.400000E1	1.145670E-2
6.200000E2	1.600000E1	1.126044E-2
6.200000E2	1.800000E1	1.103879E-2
6.200000E2	2.000000E1	1.079172E-2
6.200000E2	2.200000E1	1.051896E-2
6.200000E2	2.400000E1	1.021994E-2
6.200000E2	2.600000E1	9.893721E-3
6.200000E2	2.800000E1	9.538871E-3
6.200000E2	3.000000E1	9.153419E-3
6.200000E2	3.200000E1	8.734930E-3
6.200000E2	3.400000E1	8.281192E-3
6.200000E2	3.600000E1	7.793471E-3
6.200000E2	3.800000E1	7.293218E-3
6.200000E2	4.000000E1	6.953893E-3
6.200000E2	4.200000E1	6.635362E-3
6.200000E2	4.400000E1	4.570907E-3
6.200000E2	4.600000E1	4.960418E-3
6.200000E2	4.800000E1	5.559521E-3
6.200000E2	5.000000E1	6.091771E-3
6.200000E2	5.200000E1	6.507708E-3
6.200000E2	5.400000E1	6.803555E-3
6.200000E2	5.600000E1	6.984972E-3
6.200000E2	5.800000E1	7.058281E-3
6.200000E2	6.000000E1	7.028444E-3
6.200000E2	6.200000E1	6.898960E-3
6.200000E2	6.400000E1	6.672363E-3
6.200000E2	6.600000E1	6.350969E-3
6.200000E2	6.800000E1	5.937798E-3
6.200000E2	7.000000E1	5.437648E-3
6.200000E2	7.200000E1	4.858339E-3
6.200000E2	7.400000E1	4.212066E-3
6.200000E2	7.600000E1	3.516727E-3
6.200000E2	7.800000E1	2.796963E-3
6.200000E2	8.000000E1	2.084504E-3
6.220000E2	0.000000E0	1.169958E-2
6.220000E2	2.000000E0	1.168668E-2
6.220000E2	4.000000E0	1.164801E-2
6.220000E2	6.000000E0	1.158367E-2
6.220000E2	8.000000E0	1.149384E-2
6.220000E2	1.000000E1	1.137871E-2
6.220000E2	1.200000E1	1.123852E-2
6.220000E2	1.400000E1	1.107349E-2
6.220000E2	1.600000E1	1.088378E-2
6.220000E2	1.800000E1	1.066947E-2
6.220000E2	2.000000E1	1.043050E-2
6.220000E2	2.200000E1	1.016657E-2
6.220000E2	2.400000E1	9.877114E-3
6.220000E2	2.600000E1	9.561183E-3
6.220000E2	2.800000E1	9.217351E-3
6.220000E2	3.000000E1	8.843653E-3
6.220000E2	3.200000E1	8.437649E-3
6.220000E2	3.400000E1	7.997052E-3
6.220000E2	3.600000E1	7.522793E-3
6.220000E2	3.800000E1	7.034846E-3
6.220000E2	4.000000E1	6.697683E-3
6.220000E2	4.200000E1	6.362892E-3
6.220000E2	4.400000E1	4.390008E-3
6.220000E2	4.600000E1	4.780085E-3
6.220000E2	4.800000E1	5.367816E-3
6.220000E2	5.000000E1	5.888051E-3
6.220000E2	5.200000E1	6.293871E-3
6.220000E2	5.400000E1	6.582102E-3
6.220000E2	5.600000E1	6.758511E-3
6.220000E2	5.800000E1	6.829421E-3
6.220000E2	6.000000E1	6.799805E-3
6.220000E2	6.200000E1	6.673205E-3
6.220000E2	6.400000E1	6.452235E-3
6.220000E2	6.600000E1	6.139315E-3
6.220000E2	6.800000E1	5.737559E-3
6.220000E2	7.000000E1	5.251822E-3
6.220000E2	7.200000E1	4.689890E-3
6.220000E2	7.400000E1	4.063770E-3
6.220000E2	7.600000E1	3.390949E-3
6.220000E2	7.800000E1	2.695350E-3
6.220000E2	8.000000E1	2.007634E-3
6.240000E2	0.000000E0	1.131371E-2
6.240000E2	2.000000E0	1.130124E-2
6.240000E2	4.000000E0	1.126388E-2
6.240000E2	6.000000E0	1.120172E-2
6.240000E2	8.000000E0	1.111490E-2
6.240000E2	1.000000E1	1.100363E-2
6.240000E2	1.200000E1	1.086812E-2
6.240000E2	1.400000E1	1.070854E-2
6.240000E2	1.600000E1	1.052506E-2
6.240000E2	1.800000E1	1.031773E-2
6.240000E2	2.000000E1	1.008646E-2
6.240000E2	2.200000E1	9.830942E-3
6.240000E2	2.400000E1	9.550599E-3
6.240000E2	2.600000E1	9.244477E-3
6.240000E2	2.800000E1	8.911156E-3
6.240000E2	3.000000E1	8.548680E-3
6.240000E2	3.200000E1	8.154606E-3
6.240000E2	3.400000E1	7.726585E-3
6.240000E2	3.600000E1	7.265233E-3
6.240000E2	3.800000E1	6.789140E-3
6.240000E2	4.000000E1	6.454256E-3
6.240000E2	4.200000E1	6.106362E-3
6.240000E2	4.400000E1	4.218772E-3
6.240000E2	4.600000E1	4.608833E-3
6.240000E2	4.800000E1	5.185413E-3
6.240000E2	5.000000E1	5.693992E-3
6.240000E2	5.200000E1	6.090035E-3
6.240000E2	5.400000E1	6.370921E-3
6.240000E2	5.600000E1	6.542513E-3
6.240000E2	5.800000E1	6.611128E-3
6.240000E2	6.000000E1	6.581744E-3
6.240000E2	6.200000E1	6.457943E-3
6.240000E2	6.400000E1	6.242409E-3
6.240000E2	6.600000E1	5.937653E-3
6.240000E2	6.800000E1	5.546874E-3
6.240000E2	7.000000E1	5.074972E-3
6.240000E2	7.200000E1	4.529688E-3
6.240000E2	7.400000E1	3.922844E-3
6.240000E2	7.600000E1	3.271517E-3
6.240000E2	7.800000E1	2.598945E-3
6.240000E2	8.000000E1	1.934762E-3
6.260000E2	0.000000E0	1.094424E-2
6.260000E2	2.000000E0	1.093219E-2
6.260000E2	4.000000E0	1.089608E-2
6.260000E2	6.000000E0	1.083599E-2
6.260000E2	8.000000E0	1.075206E-2
6.260000E2	1.000000E1	1.064447E-2
6.260000E2	1.200000E1	1.051342E-2
6.260000E2	1.400000E1	1.035906E-2
6.260000E2	1.600000E1	1.018154E-2
6.260000E2	1.800000E1	9.980881E-3
6.260000E2	2.000000E1	9.756976E-3
6.260000E2	2.200000E1	9.509511E-3
6.260000E2	2.400000E1	9.237894E-3
6.260000E2	2.600000E1	8.941171E-3
6.260000E2	2.800000E1	8.617929E-3
6.260000E2	3.000000E1	8.266224E-3
6.260000E2	3.200000E1	7.883613E-3
6.260000E2	3.400000E1	7.467689E-3
6.260000E2	3.600000E1	7.018783E-3
6.260000E2	3.800000E1	6.554180E-3
6.260000E2	4.000000E1	6.221782E-3
6.260000E2	4.200000E1	5.862481E-3
6.260000E2	4.400000E1	4.055870E-3
6.260000E2	4.600000E1	4.445453E-3
6.260000E2	4.800000E1	5.011041E-3
6.260000E2	5.000000E1	5.508233E-3
6.260000E2	5.200000E1	5.894752E-3
6.260000E2	5.400000E1	6.168495E-3
6.260000E2	5.600000E1	6.335405E-3
6.260000E2	5.800000E1	6.401792E-3
6.260000E2	6.000000E1	6.372632E-3
6.260000E2	6.200000E1	6.251539E-3
6.260000E2	6.400000E1	6.041263E-3
6.260000E2	6.600000E1	5.744395E-3
6.260000E2	6.800000E1	5.364211E-3
6.260000E2	7.000000E1	4.905643E-3
6.260000E2	7.200000E1	4.376388E-3
6.260000E2	7.400000E1	3.788073E-3
6.260000E2	7.600000E1	3.157380E-3
6.260000E2	7.800000E1	2.506878E-3
6.260000E2	8.000000E1	1.865219E-3
6.280000E2	0.000000E0	1.058864E-2
6.280000E2	2.000000E0	1.057699E-2
6.280000E2	4.000000E0	1.054207E-2
6.280000E2	6.000000E0	1.048397E-2
6.280000E2	8.000000E0	1.040282E-2
6.280000E2	1.000000E1	1.029877E-2
6.280000E2	1.200000E1	1.017200E-2
6.280000E2	1.400000E1	1.002266E-2
6.280000E2	1.600000E1	9.850860E-3
6.280000E2	1.800000E1	9.656614E-3
6.280000E2	2.000000E1	9.439796E-3
6.280000E2	2.200000E1	9.200080E-3
6.280000E2	2.400000E1	8.936868E-3
6.280000E2	2.600000E1	8.649203E-3
6.280000E2	2.800000E1	8.335684E-3
6.280000E2	3.000000E1	7.994377E-3
6.280000E2	3.200000E1	7.622846E-3
6.280000E2	3.400000E1	7.218634E-3
6.280000E2	3.600000E1	6.781805E-3
6.280000E2	3.800000E1	6.328420E-3
6.280000E2	4.000000E1	5.998756E-3
6.280000E2	4.200000E1	5.629688E-3
6.280000E2	4.400000E1	3.900239E-3
6.280000E2	4.600000E1	4.288850E-3
6.280000E2	4.800000E1	4.843509E-3
6.280000E2	5.000000E1	5.329493E-3
6.280000E2	5.200000E1	5.706669E-3
6.280000E2	5.400000E1	5.973419E-3
6.280000E2	5.600000E1	6.135754E-3
6.280000E2	5.800000E1	6.199967E-3
6.280000E2	6.000000E1	6.171028E-3
6.280000E2	6.200000E1	6.052579E-3
6.280000E2	6.400000E1	5.847427E-3
6.280000E2	6.600000E1	5.558234E-3
6.280000E2	6.800000E1	5.188342E-3
6.280000E2	7.000000E1	4.742711E-3
6.280000E2	7.200000E1	4.228976E-3
6.280000E2	7.400000E1	3.658574E-3
6.280000E2	7.600000E1	3.047793E-3
6.280000E2	7.800000E1	2.418552E-3
6.280000E2	8.000000E1	1.798554E-3
6.300000E2	0.000000E0	1.024674E-2
6.300000E2	2.000000E0	1.023548E-2
6.300000E2	4.000000E0	1.020171E-2
6.300000E2	6.000000E0	1.014552E-2
6.300000E2	8.000000E0	1.006702E-2
6.300000E2	1.000000E1	9.966361E-3
6.300000E2	1.200000E1	9.843699E-3
6.300000E2	1.400000E1	9.699172E-3
6.300000E2	1.600000E1	9.532866E-3
6.300000E2	1.800000E1	9.344779E-3
6.300000E2	2.000000E1	9.134770E-3
6.300000E2	2.200000E1	8.902502E-3
6.300000E2	2.400000E1	8.647370E-3
6.300000E2	2.600000E1	8.368423E-3
6.300000E2	2.800000E1	8.064265E-3
6.300000E2	3.000000E1	7.732980E-3
6.300000E2	3.200000E1	7.372137E-3
6.300000E2	3.400000E1	6.979239E-3
6.300000E2	3.600000E1	6.554103E-3
6.300000E2	3.800000E1	6.111644E-3
6.300000E2	4.000000E1	5.784972E-3
6.300000E2	4.200000E1	5.406494E-3
6.300000E2	4.400000E1	3.751667E-3
6.300000E2	4.600000E1	4.138981E-3
6.300000E2	4.800000E1	4.682828E-3
6.300000E2	5.000000E1	5.157802E-3
6.300000E2	5.200000E1	5.525821E-3
6.300000E2	5.400000E1	5.785721E-3
6.300000E2	5.600000E1	5.943571E-3
6.300000E2	5.800000E1	6.005644E-3
6.300000E2	6.000000E1	5.976899E-3
6.300000E2	6.200000E1	5.861001E-3
6.300000E2	6.400000E1	5.660806E-3
6.300000E2	6.600000E1	5.379044E-3
6.300000E2	6.800000E1	5.019112E-3
6.300000E2	7.000000E1	4.585989E-3
6.300000E2	7.200000E1	4.087250E-3
6.300000E2	7.400000E1	3.534135E-3
6.300000E2	7.600000E1	2.942549E-3
6.300000E2	7.800000E1	2.333777E-3
6.300000E2	8.000000E1	1.734607E-3
6.320000E2	0.000000E0	9.923205E-3
6.320000E2	2.000000E0	9.912302E-3
6.320000E2	4.000000E0	9.879620E-3
6.320000E2	6.000000E0	9.825229E-3
6.320000E2	8.000000E0	9.749239E-3
6.320000E2	1.000000E1	9.651785E-3
6.320000E2	1.200000E1	9.533007E-3
6.320000E2	1.400000E1	9.393025E-3
6.320000E2	1.600000E1	9.231912E-3
6.320000E2	1.800000E1	9.049647E-3
6.320000E2	2.000000E1	8.846077E-3
6.320000E2	2.200000E1	8.620854E-3
6.320000E2	2.400000E1	8.373371E-3
6.320000E2	2.600000E1	8.102676E-3
6.320000E2	2.800000E1	7.807387E-3
6.320000E2	3.000000E1	7.485600E-3
6.320000E2	3.200000E1	7.134895E-3
6.320000E2	3.400000E1	6.752738E-3
6.320000E2	3.600000E1	6.338718E-3
6.320000E2	3.800000E1	5.906675E-3
6.320000E2	4.000000E1	5.582940E-3
6.320000E2	4.200000E1	5.197304E-3
6.320000E2	4.400000E1	3.611638E-3
6.320000E2	4.600000E1	3.997382E-3
6.320000E2	4.800000E1	4.530815E-3
6.320000E2	5.000000E1	4.995254E-3
6.320000E2	5.200000E1	5.354530E-3
6.320000E2	5.400000E1	5.607901E-3
6.320000E2	5.600000E1	5.761483E-3
6.320000E2	5.800000E1	5.821529E-3
6.320000E2	6.000000E1	5.792986E-3
6.320000E2	6.200000E1	5.679534E-3
6.320000E2	6.400000E1	5.484078E-3
6.320000E2	6.600000E1	5.209405E-3
6.320000E2	6.800000E1	4.858964E-3
6.320000E2	7.000000E1	4.437745E-3
6.320000E2	7.200000E1	3.953258E-3
6.320000E2	7.400000E1	3.416552E-3
6.320000E2	7.600000E1	2.843162E-3
6.320000E2	7.800000E1	2.253769E-3
6.320000E2	8.000000E1	1.674293E-3
6.340000E2	0.000000E0	9.613941E-3
6.340000E2	2.000000E0	9.603385E-3
6.340000E2	4.000000E0	9.571737E-3
6.340000E2	6.000000E0	9.519064E-3
6.340000E2	8.000000E0	9.445467E-3
6.340000E2	1.000000E1	9.351068E-3
6.340000E2	1.200000E1	9.235994E-3
6.340000E2	1.400000E1	9.100351E-3
6.340000E2	1.600000E1	8.944193E-3
6.340000E2	1.800000E1	8.767488E-3
6.340000E2	2.000000E1	8.570068E-3
6.340000E2	2.200000E1	8.351577E-3
6.340000E2	2.400000E1	8.111405E-3
6.340000E2	2.600000E1	7.848605E-3
6.340000E2	2.800000E1	7.561805E-3
6.340000E2	3.000000E1	7.249116E-3
6.340000E2	3.200000E1	6.908130E-3
6.340000E2	3.400000E1	6.536282E-3
6.340000E2	3.600000E1	6.132952E-3
6.340000E2	3.800000E1	5.710970E-3
6.340000E2	4.000000E1	5.390304E-3
6.340000E2	4.200000E1	4.998097E-3
6.340000E2	4.400000E1	3.478598E-3
6.340000E2	4.600000E1	3.862543E-3
6.340000E2	4.800000E1	4.385787E-3
6.340000E2	5.000000E1	4.839978E-3
6.340000E2	5.200000E1	5.190766E-3
6.340000E2	5.400000E1	5.437800E-3
6.340000E2	5.600000E1	5.587242E-3
6.340000E2	5.800000E1	5.645316E-3
6.340000E2	6.000000E1	5.616955E-3
6.340000E2	6.200000E1	5.505855E-3
6.340000E2	6.400000E1	5.314960E-3
6.340000E2	6.600000E1	5.047109E-3
6.340000E2	6.800000E1	4.705795E-3
6.340000E2	7.000000E1	4.296016E-3
6.340000E2	7.200000E1	3.825213E-3
6.340000E2	7.400000E1	3.304246E-3
6.340000E2	7.600000E1	2.748288E-3
6.340000E2	7.800000E1	2.177439E-3
6.340000E2	8.000000E1	1.616783E-3
6.360000E2	0.000000E0	9.317373E-3
6.360000E2	2.000000E0	9.307147E-3
6.360000E2	4.000000E0	9.276489E-3
6.360000E2	6.000000E0	9.225460E-3
6.360000E2	8.000000E0	9.154153E-3
6.360000E2	1.000000E1	9.062678E-3
6.360000E2	1.200000E1	8.951150E-3
6.360000E2	1.400000E1	8.819660E-3
6.360000E2	1.600000E1	8.668249E-3
6.360000E2	1.800000E1	8.496870E-3
6.360000E2	2.000000E1	8.305345E-3
6.360000E2	2.200000E1	8.093310E-3
6.360000E2	2.400000E1	7.860153E-3
6.360000E2	2.600000E1	7.604932E-3
6.360000E2	2.800000E1	7.326285E-3
6.360000E2	3.000000E1	7.022342E-3
6.360000E2	3.200000E1	6.690708E-3
6.360000E2	3.400000E1	6.328791E-3
6.360000E2	3.600000E1	5.935777E-3
6.360000E2	3.800000E1	5.523551E-3
6.360000E2	4.000000E1	5.206048E-3
6.360000E2	4.200000E1	4.808468E-3
6.360000E2	4.400000E1	3.351779E-3
6.360000E2	4.600000E1	3.733650E-3
6.360000E2	4.800000E1	4.246891E-3
6.360000E2	5.000000E1	4.691092E-3
6.360000E2	5.200000E1	5.033627E-3
6.360000E2	5.400000E1	5.274510E-3
6.360000E2	5.600000E1	5.419936E-3
6.360000E2	5.800000E1	5.476102E-3
6.360000E2	6.000000E1	5.447923E-3
6.360000E2	6.200000E1	5.339104E-3
6.360000E2	6.400000E1	5.152625E-3
6.360000E2	6.600000E1	4.891373E-3
6.360000E2	6.800000E1	4.558876E-3
6.360000E2	7.000000E1	4.160134E-3
6.360000E2	7.200000E1	3.702516E-3
6.360000E2	7.400000E1	3.196693E-3
6.360000E2	7.600000E1	2.657486E-3
6.360000E2	7.800000E1	2.104431E-3
6.360000E2	8.000000E1	1.561812E-3
6.380000E2	0.000000E0	9.030675E-3
6.380000E2	2.000000E0	9.020767E-3
6.380000E2	4.000000E0	8.991064E-3
6.380000E2	6.000000E0	8.941620E-3
6.380000E2	8.000000E0	8.872520E-3
6.380000E2	1.000000E1	8.783867E-3
6.380000E2	1.200000E1	8.675760E-3
6.380000E2	1.400000E1	8.548280E-3
6.380000E2	1.600000E1	8.401452E-3
6.380000E2	1.800000E1	8.235217E-3
6.380000E2	2.000000E1	8.049388E-3
6.380000E2	2.200000E1	7.843596E-3
6.380000E2	2.400000E1	7.617225E-3
6.380000E2	2.600000E1	7.369340E-3
6.380000E2	2.800000E1	7.098593E-3
6.380000E2	3.000000E1	6.803131E-3
6.380000E2	3.200000E1	6.480573E-3
6.380000E2	3.400000E1	6.128308E-3
6.380000E2	3.600000E1	5.745345E-3
6.380000E2	3.800000E1	5.342676E-3
6.380000E2	4.000000E1	5.028526E-3
6.380000E2	4.200000E1	4.626126E-3
6.380000E2	4.400000E1	3.230082E-3
6.380000E2	4.600000E1	3.609591E-3
6.380000E2	4.800000E1	4.112897E-3
6.380000E2	5.000000E1	4.547247E-3
6.380000E2	5.200000E1	4.881662E-3
6.380000E2	5.400000E1	5.116502E-3
6.380000E2	5.600000E1	5.257988E-3
6.380000E2	5.800000E1	5.312282E-3
6.380000E2	6.000000E1	5.284276E-3
6.380000E2	6.200000E1	5.177684E-3
6.380000E2	6.400000E1	4.995514E-3
6.380000E2	6.600000E1	4.740695E-3
6.380000E2	6.800000E1	4.416786E-3
6.380000E2	7.000000E1	4.028782E-3
6.380000E2	7.200000E1	3.583974E-3
6.380000E2	7.400000E1	3.092846E-3
6.380000E2	7.600000E1	2.569869E-3
6.380000E2	7.800000E1	2.034030E-3
6.380000E2	8.000000E1	1.508838E-3
6.400000E2	0.000000E0	8.751882E-3
6.400000E2	2.000000E0	8.742283E-3
6.400000E2	4.000000E0	8.713506E-3
6.400000E2	6.000000E0	8.665600E-3
6.400000E2	8.000000E0	8.598644E-3
6.400000E2	1.000000E1	8.512729E-3
6.400000E2	1.200000E1	8.407945E-3
6.400000E2	1.400000E1	8.284359E-3
6.400000E2	1.600000E1	8.141985E-3
6.400000E2	1.800000E1	7.980753E-3
6.400000E2	2.000000E1	7.800466E-3
6.400000E2	2.200000E1	7.600749E-3
6.400000E2	2.400000E1	7.380989E-3
6.400000E2	2.600000E1	7.140256E-3
6.400000E2	2.800000E1	6.877215E-3
6.400000E2	3.000000E1	6.590036E-3
6.400000E2	3.200000E1	6.276353E-3
6.400000E2	3.400000E1	5.933541E-3
6.400000E2	3.600000E1	5.560445E-3
6.400000E2	3.800000E1	5.167213E-3
6.400000E2	4.000000E1	4.856594E-3
6.400000E2	4.200000E1	4.451094E-3
6.400000E2	4.400000E1	3.112674E-3
6.400000E2	4.600000E1	3.489389E-3
6.400000E2	4.800000E1	3.982739E-3
6.400000E2	5.000000E1	4.407315E-3
6.400000E2	5.200000E1	4.733708E-3
6.400000E2	5.400000E1	4.962596E-3
6.400000E2	5.600000E1	5.100214E-3
6.400000E2	5.800000E1	5.152686E-3
6.400000E2	6.000000E1	5.124877E-3
6.400000E2	6.200000E1	5.020504E-3
6.400000E2	6.400000E1	4.842597E-3
6.400000E2	6.600000E1	4.594119E-3
6.400000E2	6.800000E1	4.278653E-3
6.400000E2	7.000000E1	3.901180E-3
6.400000E2	7.200000E1	3.468909E-3
6.400000E2	7.400000E1	2.992132E-3
6.400000E2	7.600000E1	2.484971E-3
6.400000E2	7.800000E1	1.965875E-3
6.400000E2	8.000000E1	1.457598E-3
6.420000E2	0.000000E0	8.484707E-3
6.420000E2	2.000000E0	8.475405E-3
6.420000E2	4.000000E0	8.447513E-3
6.420000E2	6.000000E0	8.401078E-3
6.420000E2	8.000000E0	8.336172E-3
6.420000E2	1.000000E1	8.252877E-3
6.420000E2	1.200000E1	8.151272E-3
6.420000E2	1.400000E1	8.031413E-3
6.420000E2	1.600000E1	7.893302E-3
6.420000E2	1.800000E1	7.736860E-3
6.420000E2	2.000000E1	7.561881E-3
6.420000E2	2.200000E1	7.367987E-3
6.420000E2	2.400000E1	7.154564E-3
6.420000E2	2.600000E1	6.920691E-3
6.420000E2	2.800000E1	6.665047E-3
6.420000E2	3.000000E1	6.385822E-3
6.420000E2	3.200000E1	6.080670E-3
6.420000E2	3.400000E1	5.746953E-3
6.420000E2	3.600000E1	5.383367E-3
6.420000E2	3.800000E1	4.999269E-3
6.420000E2	4.000000E1	4.692239E-3
6.420000E2	4.200000E1	4.284151E-3
6.420000E2	4.400000E1	3.000806E-3
6.420000E2	4.600000E1	3.374584E-3
6.420000E2	4.800000E1	3.858200E-3
6.420000E2	5.000000E1	4.273270E-3
6.420000E2	5.200000E1	4.591875E-3
6.420000E2	5.400000E1	4.814988E-3
6.420000E2	5.600000E1	4.948857E-3
6.420000E2	5.800000E1	4.999560E-3
6.420000E2	6.000000E1	4.971940E-3
6.420000E2	6.200000E1	4.869707E-3
6.420000E2	6.400000E1	4.695914E-3
