# Emission
# Column format:
# Wavelength (nm)	Emission angle (deg)	C+ (W*m^-2*sr^-1*nm^-1)	
5.240000E2	6.200000E1	4.283828E-3
5.240000E2	6.400000E1	4.188242E-3
5.240000E2	6.600000E1	4.063818E-3
5.240000E2	6.800000E1	3.904709E-3
5.240000E2	7.000000E1	3.704338E-3
5.240000E2	7.200000E1	3.455657E-3
5.240000E2	7.400000E1	3.151798E-3
5.240000E2	7.600000E1	2.787470E-3
5.240000E2	7.800000E1	2.361503E-3
5.240000E2	8.000000E1	1.880943E-3
5.260000E2	0.000000E0	1.009097E-2
5.260000E2	2.000000E0	1.007669E-2
5.260000E2	4.000000E0	1.003402E-2
5.260000E2	6.000000E0	9.963393E-3
5.260000E2	8.000000E0	9.865526E-3
5.260000E2	1.000000E1	9.741411E-3
5.260000E2	1.200000E1	9.592288E-3
5.260000E2	1.400000E1	9.419618E-3
5.260000E2	1.600000E1	9.225050E-3
5.260000E2	1.800000E1	9.010384E-3
5.260000E2	2.000000E1	8.777531E-3
5.260000E2	2.200000E1	8.528472E-3
5.260000E2	2.400000E1	8.265232E-3
5.260000E2	2.600000E1	7.989881E-3
5.260000E2	2.800000E1	7.704621E-3
5.260000E2	3.000000E1	7.412061E-3
5.260000E2	3.200000E1	7.116008E-3
5.260000E2	3.400000E1	6.823758E-3
5.260000E2	3.600000E1	6.553637E-3
5.260000E2	3.800000E1	6.366790E-3
5.260000E2	4.000000E1	6.597270E-3
5.260000E2	4.200000E1	8.844976E-3
5.260000E2	4.400000E1	6.042405E-3
5.260000E2	4.600000E1	5.446491E-3
5.260000E2	4.800000E1	5.280852E-3
5.260000E2	5.000000E1	5.232715E-3
5.260000E2	5.200000E1	5.216633E-3
5.260000E2	5.400000E1	5.203604E-3
5.260000E2	5.600000E1	5.181693E-3
5.260000E2	5.800000E1	5.144523E-3
5.260000E2	6.000000E1	5.087358E-3
5.260000E2	6.200000E1	5.005625E-3
5.260000E2	6.400000E1	4.894279E-3
5.260000E2	6.600000E1	4.747524E-3
5.260000E2	6.800000E1	4.558708E-3
5.260000E2	7.000000E1	4.320389E-3
5.260000E2	7.200000E1	4.024683E-3
5.260000E2	7.400000E1	3.664111E-3
5.260000E2	7.600000E1	3.233279E-3
5.260000E2	7.800000E1	2.731881E-3
5.260000E2	8.000000E1	2.169363E-3
5.280000E2	0.000000E0	1.153618E-2
5.280000E2	2.000000E0	1.152005E-2
5.280000E2	4.000000E0	1.147185E-2
5.280000E2	6.000000E0	1.139206E-2
5.280000E2	8.000000E0	1.128149E-2
5.280000E2	1.000000E1	1.114123E-2
5.280000E2	1.200000E1	1.097267E-2
5.280000E2	1.400000E1	1.077743E-2
5.280000E2	1.600000E1	1.055734E-2
5.280000E2	1.800000E1	1.031439E-2
5.280000E2	2.000000E1	1.005068E-2
5.280000E2	2.200000E1	9.768385E-3
5.280000E2	2.400000E1	9.469725E-3
5.280000E2	2.600000E1	9.156947E-3
5.280000E2	2.800000E1	8.832436E-3
5.280000E2	3.000000E1	8.499020E-3
5.280000E2	3.200000E1	8.160854E-3
5.280000E2	3.400000E1	7.826010E-3
5.280000E2	3.600000E1	7.514981E-3
5.280000E2	3.800000E1	7.296623E-3
5.280000E2	4.000000E1	7.548192E-3
5.280000E2	4.200000E1	9.994437E-3
5.280000E2	4.400000E1	6.808897E-3
5.280000E2	4.600000E1	6.163881E-3
5.280000E2	4.800000E1	6.003614E-3
5.280000E2	5.000000E1	5.971286E-3
5.280000E2	5.200000E1	5.970503E-3
5.280000E2	5.400000E1	5.969051E-3
5.280000E2	5.600000E1	5.953939E-3
5.280000E2	5.800000E1	5.918324E-3
5.280000E2	6.000000E1	5.857110E-3
5.280000E2	6.200000E1	5.765287E-3
5.280000E2	6.400000E1	5.637254E-3
5.280000E2	6.600000E1	5.466526E-3
5.280000E2	6.800000E1	5.245653E-3
5.280000E2	7.000000E1	4.966352E-3
5.280000E2	7.200000E1	4.619967E-3
5.280000E2	7.400000E1	4.198514E-3
5.280000E2	7.600000E1	3.696689E-3
5.280000E2	7.800000E1	3.115320E-3
5.280000E2	8.000000E1	2.466609E-3
5.300000E2	0.000000E0	1.300235E-2
5.300000E2	2.000000E0	1.298440E-2
5.300000E2	4.000000E0	1.293070E-2
5.300000E2	6.000000E0	1.284181E-2
5.300000E2	8.000000E0	1.271861E-2
5.300000E2	1.000000E1	1.256230E-2
5.300000E2	1.200000E1	1.237440E-2
5.300000E2	1.400000E1	1.215669E-2
5.300000E2	1.600000E1	1.191115E-2
5.300000E2	1.800000E1	1.163997E-2
5.300000E2	2.000000E1	1.134541E-2
5.300000E2	2.200000E1	1.102983E-2
5.300000E2	2.400000E1	1.069561E-2
5.300000E2	2.600000E1	1.034516E-2
5.300000E2	2.800000E1	9.981019E-3
5.300000E2	3.000000E1	9.606196E-3
5.300000E2	3.200000E1	9.225157E-3
5.300000E2	3.400000E1	8.846685E-3
5.300000E2	3.600000E1	8.493346E-3
5.300000E2	3.800000E1	8.241519E-3
5.300000E2	4.000000E1	8.510966E-3
5.300000E2	4.200000E1	1.113121E-2
5.300000E2	4.400000E1	7.565169E-3
5.300000E2	4.600000E1	6.878591E-3
5.300000E2	4.800000E1	6.730038E-3
5.300000E2	5.000000E1	6.718555E-3
5.300000E2	5.200000E1	6.736981E-3
5.300000E2	5.400000E1	6.750057E-3
5.300000E2	5.600000E1	6.743855E-3
5.300000E2	5.800000E1	6.711158E-3
5.300000E2	6.000000E1	6.646564E-3
5.300000E2	6.200000E1	6.544671E-3
5.300000E2	6.400000E1	6.399355E-3
5.300000E2	6.600000E1	6.203470E-3
5.300000E2	6.800000E1	5.948812E-3
5.300000E2	7.000000E1	5.626313E-3
5.300000E2	7.200000E1	5.226639E-3
5.300000E2	7.400000E1	4.741450E-3
5.300000E2	7.600000E1	4.165740E-3
5.300000E2	7.800000E1	3.501752E-3
5.300000E2	8.000000E1	2.764743E-3
5.320000E2	0.000000E0	1.444771E-2
5.320000E2	2.000000E0	1.442799E-2
5.320000E2	4.000000E0	1.436901E-2
5.320000E2	6.000000E0	1.427135E-2
5.320000E2	8.000000E0	1.413598E-2
5.320000E2	1.000000E1	1.396420E-2
5.320000E2	1.200000E1	1.375765E-2
5.320000E2	1.400000E1	1.351823E-2
5.320000E2	1.600000E1	1.324809E-2
5.320000E2	1.800000E1	1.294956E-2
5.320000E2	2.000000E1	1.262506E-2
5.320000E2	2.200000E1	1.227712E-2
5.320000E2	2.400000E1	1.190823E-2
5.320000E2	2.600000E1	1.152094E-2
5.320000E2	2.800000E1	1.111790E-2
5.320000E2	3.000000E1	1.070228E-2
5.320000E2	3.200000E1	1.027877E-2
5.320000E2	3.400000E1	9.856781E-3
5.320000E2	3.600000E1	9.460789E-3
5.320000E2	3.800000E1	9.174232E-3
5.320000E2	4.000000E1	9.457217E-3
5.320000E2	4.200000E1	1.221962E-2
5.320000E2	4.400000E1	8.287456E-3
5.320000E2	4.600000E1	7.568910E-3
5.320000E2	4.800000E1	7.438726E-3
5.320000E2	5.000000E1	7.453025E-3
5.320000E2	5.200000E1	7.494402E-3
5.320000E2	5.400000E1	7.524821E-3
5.320000E2	5.600000E1	7.529581E-3
5.320000E2	5.800000E1	7.501194E-3
5.320000E2	6.000000E1	7.434032E-3
5.320000E2	6.200000E1	7.322361E-3
5.320000E2	6.400000E1	7.159583E-3
5.320000E2	6.600000E1	6.937955E-3
5.320000E2	6.800000E1	6.648580E-3
5.320000E2	7.000000E1	6.281705E-3
5.320000E2	7.200000E1	5.827447E-3
5.320000E2	7.400000E1	5.277288E-3
5.320000E2	7.600000E1	4.626750E-3
5.320000E2	7.800000E1	3.879747E-3
5.320000E2	8.000000E1	3.054826E-3
5.340000E2	0.000000E0	1.583250E-2
5.340000E2	2.000000E0	1.581112E-2
5.340000E2	4.000000E0	1.574721E-2
5.340000E2	6.000000E0	1.564137E-2
5.340000E2	8.000000E0	1.549463E-2
5.340000E2	1.000000E1	1.530839E-2
5.340000E2	1.200000E1	1.508438E-2
5.340000E2	1.400000E1	1.482463E-2
5.340000E2	1.600000E1	1.453140E-2
5.340000E2	1.800000E1	1.420716E-2
5.340000E2	2.000000E1	1.385446E-2
5.340000E2	2.200000E1	1.347594E-2
5.340000E2	2.400000E1	1.307422E-2
5.340000E2	2.600000E1	1.265191E-2
5.340000E2	2.800000E1	1.221176E-2
5.340000E2	3.000000E1	1.175701E-2
5.340000E2	3.200000E1	1.129254E-2
5.340000E2	3.400000E1	1.082828E-2
5.340000E2	3.600000E1	1.039036E-2
5.340000E2	3.800000E1	1.006859E-2
5.340000E2	4.000000E1	1.035999E-2
5.340000E2	4.200000E1	1.322840E-2
5.340000E2	4.400000E1	8.955078E-3
5.340000E2	4.600000E1	8.215381E-3
5.340000E2	4.800000E1	8.109959E-3
5.340000E2	5.000000E1	8.154443E-3
5.340000E2	5.200000E1	8.222008E-3
5.340000E2	5.400000E1	8.272195E-3
5.340000E2	5.600000E1	8.289717E-3
5.340000E2	5.800000E1	8.266934E-3
5.340000E2	6.000000E1	8.198076E-3
5.340000E2	6.200000E1	8.077151E-3
5.340000E2	6.400000E1	7.897159E-3
5.340000E2	6.600000E1	7.649833E-3
5.340000E2	6.800000E1	7.325685E-3
5.340000E2	7.000000E1	6.914393E-3
5.340000E2	7.200000E1	6.405684E-3
5.340000E2	7.400000E1	5.791056E-3
5.340000E2	7.600000E1	5.066782E-3
5.340000E2	7.800000E1	4.238666E-3
5.340000E2	8.000000E1	3.328682E-3
5.360000E2	0.000000E0	1.710718E-2
5.360000E2	2.000000E0	1.708434E-2
5.360000E2	4.000000E0	1.701602E-2
5.360000E2	6.000000E0	1.690289E-2
5.360000E2	8.000000E0	1.674601E-2
5.360000E2	1.000000E1	1.654684E-2
5.360000E2	1.200000E1	1.630721E-2
5.360000E2	1.400000E1	1.602923E-2
5.360000E2	1.600000E1	1.571527E-2
5.360000E2	1.800000E1	1.536789E-2
5.360000E2	2.000000E1	1.498975E-2
5.360000E2	2.200000E1	1.458356E-2
5.360000E2	2.400000E1	1.415200E-2
5.360000E2	2.600000E1	1.369774E-2
5.360000E2	2.800000E1	1.322356E-2
5.360000E2	3.000000E1	1.273273E-2
5.360000E2	3.200000E1	1.223023E-2
5.360000E2	3.400000E1	1.172637E-2
5.360000E2	3.600000E1	1.124862E-2
5.360000E2	3.800000E1	1.089223E-2
5.360000E2	4.000000E1	1.118619E-2
5.360000E2	4.200000E1	1.411910E-2
5.360000E2	4.400000E1	9.542675E-3
5.360000E2	4.600000E1	8.794007E-3
5.360000E2	4.800000E1	8.719287E-3
5.360000E2	5.000000E1	8.797608E-3
5.360000E2	5.200000E1	8.893902E-3
5.360000E2	5.400000E1	8.965747E-3
5.360000E2	5.600000E1	8.997487E-3
5.360000E2	5.800000E1	8.981462E-3
5.360000E2	6.000000E1	8.911854E-3
5.360000E2	6.200000E1	8.782501E-3
5.360000E2	6.400000E1	8.586091E-3
5.360000E2	6.600000E1	8.313934E-3
5.360000E2	6.800000E1	7.956077E-3
5.360000E2	7.000000E1	7.501781E-3
5.360000E2	7.200000E1	6.940564E-3
5.360000E2	7.400000E1	6.264151E-3
5.360000E2	7.600000E1	5.469778E-3
5.360000E2	7.800000E1	4.565304E-3
5.360000E2	8.000000E1	3.576157E-3
5.380000E2	0.000000E0	1.824662E-2
5.380000E2	2.000000E0	1.822251E-2
5.380000E2	4.000000E0	1.815040E-2
5.380000E2	6.000000E0	1.803097E-2
5.380000E2	8.000000E0	1.786534E-2
5.380000E2	1.000000E1	1.765501E-2
5.380000E2	1.200000E1	1.740186E-2
5.380000E2	1.400000E1	1.710809E-2
5.380000E2	1.600000E1	1.677612E-2
5.380000E2	1.800000E1	1.640859E-2
5.380000E2	2.000000E1	1.600820E-2
5.380000E2	2.200000E1	1.557772E-2
5.380000E2	2.400000E1	1.511987E-2
5.380000E2	2.600000E1	1.463731E-2
5.380000E2	2.800000E1	1.413281E-2
5.380000E2	3.000000E1	1.360961E-2
5.380000E2	3.200000E1	1.307275E-2
5.380000E2	3.400000E1	1.253272E-2
5.380000E2	3.600000E1	1.201802E-2
5.380000E2	3.800000E1	1.162830E-2
5.380000E2	4.000000E1	1.191903E-2
5.380000E2	4.200000E1	1.487575E-2
5.380000E2	4.400000E1	1.004014E-2
5.380000E2	4.600000E1	9.294349E-3
5.380000E2	4.800000E1	9.255231E-3
5.380000E2	5.000000E1	9.370021E-3
5.380000E2	5.200000E1	9.496739E-3
5.380000E2	5.400000E1	9.591481E-3
5.380000E2	5.600000E1	9.638443E-3
5.380000E2	5.800000E1	9.630066E-3
5.380000E2	6.000000E1	9.560581E-3
5.380000E2	6.200000E1	9.423740E-3
5.380000E2	6.400000E1	9.212016E-3
5.380000E2	6.600000E1	8.916411E-3
5.380000E2	6.800000E1	8.526636E-3
5.380000E2	7.000000E1	8.031697E-3
5.380000E2	7.200000E1	7.421089E-3
5.380000E2	7.400000E1	6.686958E-3
5.380000E2	7.600000E1	5.827684E-3
5.380000E2	7.800000E1	4.853282E-3
5.380000E2	8.000000E1	3.792556E-3
5.400000E2	0.000000E0	1.923004E-2
5.400000E2	2.000000E0	1.920489E-2
5.400000E2	4.000000E0	1.912966E-2
5.400000E2	6.000000E0	1.900505E-2
5.400000E2	8.000000E0	1.883219E-2
5.400000E2	1.000000E1	1.861264E-2
5.400000E2	1.200000E1	1.834830E-2
5.400000E2	1.400000E1	1.804140E-2
5.400000E2	1.600000E1	1.769444E-2
5.400000E2	1.800000E1	1.731005E-2
5.400000E2	2.000000E1	1.689099E-2
5.400000E2	2.200000E1	1.644001E-2
5.400000E2	2.400000E1	1.595983E-2
5.400000E2	2.600000E1	1.545309E-2
5.400000E2	2.800000E1	1.492249E-2
5.400000E2	3.000000E1	1.437122E-2
5.400000E2	3.200000E1	1.380422E-2
5.400000E2	3.400000E1	1.323210E-2
5.400000E2	3.600000E1	1.268404E-2
5.400000E2	3.800000E1	1.226294E-2
5.400000E2	4.000000E1	1.254499E-2
5.400000E2	4.200000E1	1.548429E-2
5.400000E2	4.400000E1	1.043946E-2
5.400000E2	4.600000E1	9.708085E-3
5.400000E2	4.800000E1	9.708511E-3
5.400000E2	5.000000E1	9.861462E-3
5.400000E2	5.200000E1	1.001952E-2
5.400000E2	5.400000E1	1.013779E-2
5.400000E2	5.600000E1	1.020055E-2
5.400000E2	5.800000E1	1.020045E-2
5.400000E2	6.000000E1	1.013186E-2
5.400000E2	6.200000E1	9.988538E-3
5.400000E2	6.400000E1	9.762839E-3
5.400000E2	6.600000E1	9.445576E-3
5.400000E2	6.800000E1	9.026266E-3
5.400000E2	7.000000E1	8.493825E-3
5.400000E2	7.200000E1	7.837908E-3
5.400000E2	7.400000E1	7.051274E-3
5.400000E2	7.600000E1	6.133595E-3
5.400000E2	7.800000E1	5.097092E-3
5.400000E2	8.000000E1	3.973795E-3
5.420000E2	0.000000E0	2.002523E-2
5.420000E2	2.000000E0	1.999929E-2
5.420000E2	4.000000E0	1.992171E-2
5.420000E2	6.000000E0	1.979319E-2
5.420000E2	8.000000E0	1.961488E-2
5.420000E2	1.000000E1	1.938834E-2
5.420000E2	1.200000E1	1.911549E-2
5.420000E2	1.400000E1	1.879859E-2
5.420000E2	1.600000E1	1.844012E-2
5.420000E2	1.800000E1	1.804273E-2
5.420000E2	2.000000E1	1.760916E-2
5.420000E2	2.200000E1	1.714214E-2
5.420000E2	2.400000E1	1.664433E-2
5.420000E2	2.600000E1	1.611832E-2
5.420000E2	2.800000E1	1.556670E-2
5.420000E2	3.000000E1	1.499252E-2
5.420000E2	3.200000E1	1.440062E-2
5.420000E2	3.400000E1	1.380153E-2
5.420000E2	3.600000E1	1.322471E-2
5.420000E2	3.800000E1	1.277511E-2
5.420000E2	4.000000E1	1.304278E-2
5.420000E2	4.200000E1	1.592818E-2
5.420000E2	4.400000E1	1.072783E-2
5.420000E2	4.600000E1	1.002156E-2
5.420000E2	4.800000E1	1.006411E-2
5.420000E2	5.000000E1	1.025566E-2
5.420000E2	5.200000E1	1.044496E-2
5.420000E2	5.400000E1	1.058666E-2
5.420000E2	5.600000E1	1.066529E-2
5.420000E2	5.800000E1	1.067385E-2
5.420000E2	6.000000E1	1.060693E-2
5.420000E2	6.200000E1	1.045838E-2
5.420000E2	6.400000E1	1.022054E-2
5.420000E2	6.600000E1	9.884161E-3
5.420000E2	6.800000E1	9.438716E-3
5.420000E2	7.000000E1	8.873198E-3
5.420000E2	7.200000E1	8.177604E-3
5.420000E2	7.400000E1	7.345462E-3
5.420000E2	7.600000E1	6.377840E-3
5.420000E2	7.800000E1	5.289128E-3
5.420000E2	8.000000E1	4.114310E-3
5.440000E2	0.000000E0	2.063645E-2
5.440000E2	2.000000E0	2.060997E-2
5.440000E2	4.000000E0	2.053077E-2
5.440000E2	6.000000E0	2.039954E-2
5.440000E2	8.000000E0	2.021744E-2
5.440000E2	1.000000E1	1.998603E-2
5.440000E2	1.200000E1	1.970721E-2
5.440000E2	1.400000E1	1.938324E-2
5.440000E2	1.600000E1	1.901657E-2
5.440000E2	1.800000E1	1.860984E-2
5.440000E2	2.000000E1	1.816572E-2
5.440000E2	2.200000E1	1.768691E-2
5.440000E2	2.400000E1	1.717599E-2
5.440000E2	2.600000E1	1.663542E-2
5.440000E2	2.800000E1	1.606768E-2
5.440000E2	3.000000E1	1.547565E-2
5.440000E2	3.200000E1	1.486397E-2
5.440000E2	3.400000E1	1.424298E-2
5.440000E2	3.600000E1	1.364212E-2
5.440000E2	3.800000E1	1.316723E-2
5.440000E2	4.000000E1	1.341619E-2
5.440000E2	4.200000E1	1.621378E-2
5.440000E2	4.400000E1	1.091198E-2
5.440000E2	4.600000E1	1.023996E-2
5.440000E2	4.800000E1	1.032590E-2
5.440000E2	5.000000E1	1.055548E-2
5.440000E2	5.200000E1	1.077511E-2
5.440000E2	5.400000E1	1.093948E-2
5.440000E2	5.600000E1	1.103359E-2
5.440000E2	5.800000E1	1.105084E-2
5.440000E2	6.000000E1	1.098613E-2
5.440000E2	6.200000E1	1.083347E-2
5.440000E2	6.400000E1	1.058530E-2
5.440000E2	6.600000E1	1.023240E-2
5.440000E2	6.800000E1	9.764348E-3
5.440000E2	7.000000E1	9.170367E-3
5.440000E2	7.200000E1	8.440946E-3
5.440000E2	7.400000E1	7.570517E-3
5.440000E2	7.600000E1	6.561603E-3
5.440000E2	7.800000E1	5.430676E-3
5.440000E2	8.000000E1	4.215358E-3
5.460000E2	0.000000E0	2.104979E-2
5.460000E2	2.000000E0	2.102302E-2
5.460000E2	4.000000E0	2.094295E-2
5.460000E2	6.000000E0	2.081028E-2
5.460000E2	8.000000E0	2.062612E-2
5.460000E2	1.000000E1	2.039203E-2
5.460000E2	1.200000E1	2.010991E-2
5.460000E2	1.400000E1	1.978193E-2
5.460000E2	1.600000E1	1.941054E-2
5.460000E2	1.800000E1	1.899830E-2
5.460000E2	2.000000E1	1.854784E-2
5.460000E2	2.200000E1	1.806174E-2
5.460000E2	2.400000E1	1.754247E-2
5.460000E2	2.600000E1	1.699239E-2
5.460000E2	2.800000E1	1.641380E-2
5.460000E2	3.000000E1	1.580938E-2
5.460000E2	3.200000E1	1.518353E-2
5.460000E2	3.400000E1	1.454627E-2
5.460000E2	3.600000E1	1.392666E-2
5.460000E2	3.800000E1	1.343031E-2
5.460000E2	4.000000E1	1.365654E-2
5.460000E2	4.200000E1	1.634001E-2
5.460000E2	4.400000E1	1.098948E-2
5.460000E2	4.600000E1	1.035913E-2
5.460000E2	4.800000E1	1.048826E-2
5.460000E2	5.000000E1	1.075406E-2
5.460000E2	5.200000E1	1.100218E-2
5.460000E2	5.400000E1	1.118780E-2
5.460000E2	5.600000E1	1.129651E-2
5.460000E2	5.800000E1	1.132223E-2
5.460000E2	6.000000E1	1.126021E-2
5.460000E2	6.200000E1	1.110470E-2
5.460000E2	6.400000E1	1.084831E-2
5.460000E2	6.600000E1	1.048199E-2
5.460000E2	6.800000E1	9.995527E-3
5.460000E2	7.000000E1	9.378525E-3
5.460000E2	7.200000E1	8.622094E-3
5.460000E2	7.400000E1	7.721660E-3
5.460000E2	7.600000E1	6.681200E-3
5.460000E2	7.800000E1	5.519114E-3
5.460000E2	8.000000E1	4.275255E-3
5.480000E2	0.000000E0	2.127953E-2
5.480000E2	2.000000E0	2.125271E-2
5.480000E2	4.000000E0	2.117245E-2
5.480000E2	6.000000E0	2.103946E-2
5.480000E2	8.000000E0	2.085482E-2
5.480000E2	1.000000E1	2.062005E-2
5.480000E2	1.200000E1	2.033701E-2
5.480000E2	1.400000E1	2.000783E-2
5.480000E2	1.600000E1	1.963487E-2
5.480000E2	1.800000E1	1.922063E-2
5.480000E2	2.000000E1	1.876762E-2
5.480000E2	2.200000E1	1.827833E-2
5.480000E2	2.400000E1	1.775511E-2
5.480000E2	2.600000E1	1.720015E-2
5.480000E2	2.800000E1	1.661557E-2
5.480000E2	3.000000E1	1.600383E-2
5.480000E2	3.200000E1	1.536903E-2
5.480000E2	3.400000E1	1.472078E-2
5.480000E2	3.600000E1	1.408749E-2
5.480000E2	3.800000E1	1.357357E-2
5.480000E2	4.000000E1	1.377427E-2
5.480000E2	4.200000E1	1.632003E-2
5.480000E2	4.400000E1	1.097092E-2
5.480000E2	4.600000E1	1.038822E-2
5.480000E2	4.800000E1	1.055948E-2
5.480000E2	5.000000E1	1.085916E-2
5.480000E2	5.200000E1	1.113351E-2
5.480000E2	5.400000E1	1.133861E-2
5.480000E2	5.600000E1	1.146081E-2
5.480000E2	5.800000E1	1.149457E-2
5.480000E2	6.000000E1	1.143554E-2
5.480000E2	6.200000E1	1.127829E-2
5.480000E2	6.400000E1	1.101565E-2
5.480000E2	6.600000E1	1.063886E-2
5.480000E2	6.800000E1	1.013803E-2
5.480000E2	7.000000E1	9.503250E-3
5.480000E2	7.200000E1	8.726364E-3
5.480000E2	7.400000E1	7.803857E-3
5.480000E2	7.600000E1	6.741138E-3
5.480000E2	7.800000E1	5.558352E-3
5.480000E2	8.000000E1	4.297184E-3
5.500000E2	0.000000E0	2.135008E-2
5.500000E2	2.000000E0	2.132339E-2
5.500000E2	4.000000E0	2.124353E-2
5.500000E2	6.000000E0	2.111116E-2
5.500000E2	8.000000E0	2.092736E-2
5.500000E2	1.000000E1	2.069360E-2
5.500000E2	1.200000E1	2.041166E-2
5.500000E2	1.400000E1	2.008363E-2
5.500000E2	1.600000E1	1.971177E-2
5.500000E2	1.800000E1	1.929848E-2
5.500000E2	2.000000E1	1.884618E-2
5.500000E2	2.200000E1	1.835721E-2
5.500000E2	2.400000E1	1.783378E-2
5.500000E2	2.600000E1	1.727791E-2
5.500000E2	2.800000E1	1.669154E-2
5.500000E2	3.000000E1	1.607688E-2
5.500000E2	3.200000E1	1.543769E-2
5.500000E2	3.400000E1	1.478311E-2
5.500000E2	3.600000E1	1.414068E-2
5.500000E2	3.800000E1	1.361275E-2
5.500000E2	4.000000E1	1.378591E-2
5.500000E2	4.200000E1	1.617981E-2
5.500000E2	4.400000E1	1.087260E-2
5.500000E2	4.600000E1	1.034121E-2
5.500000E2	4.800000E1	1.055267E-2
5.500000E2	5.000000E1	1.088341E-2
5.500000E2	5.200000E1	1.118146E-2
5.500000E2	5.400000E1	1.140410E-2
5.500000E2	5.600000E1	1.153851E-2
5.500000E2	5.800000E1	1.157975E-2
5.500000E2	6.000000E1	1.152390E-2
5.500000E2	6.200000E1	1.136586E-2
5.500000E2	6.400000E1	1.109879E-2
5.500000E2	6.600000E1	1.071425E-2
5.500000E2	6.800000E1	1.020280E-2
5.500000E2	7.000000E1	9.555077E-3
5.500000E2	7.200000E1	8.763752E-3
5.500000E2	7.400000E1	7.826389E-3
5.500000E2	7.600000E1	6.749766E-3
5.500000E2	7.800000E1	5.555573E-3
5.500000E2	8.000000E1	4.286937E-3
5.520000E2	0.000000E0	2.127781E-2
5.520000E2	2.000000E0	2.125141E-2
5.520000E2	4.000000E0	2.117244E-2
5.520000E2	6.000000E0	2.104152E-2
5.520000E2	8.000000E0	2.085971E-2
5.520000E2	1.000000E1	2.062840E-2
5.520000E2	1.200000E1	2.034933E-2
5.520000E2	1.400000E1	2.002449E-2
5.520000E2	1.600000E1	1.965606E-2
5.520000E2	1.800000E1	1.924631E-2
5.520000E2	2.000000E1	1.879755E-2
5.520000E2	2.200000E1	1.831198E-2
5.520000E2	2.400000E1	1.779166E-2
5.520000E2	2.600000E1	1.723842E-2
5.520000E2	2.800000E1	1.665401E-2
5.520000E2	3.000000E1	1.604038E-2
5.520000E2	3.200000E1	1.540096E-2
5.520000E2	3.400000E1	1.474433E-2
5.520000E2	3.600000E1	1.409701E-2
5.520000E2	3.800000E1	1.355863E-2
5.520000E2	4.000000E1	1.370337E-2
5.520000E2	4.200000E1	1.593506E-2
5.520000E2	4.400000E1	1.070611E-2
5.520000E2	4.600000E1	1.022819E-2
5.520000E2	4.800000E1	1.047710E-2
5.520000E2	5.000000E1	1.083560E-2
5.520000E2	5.200000E1	1.115444E-2
5.520000E2	5.400000E1	1.139239E-2
5.520000E2	5.600000E1	1.153752E-2
5.520000E2	5.800000E1	1.158549E-2
5.520000E2	6.000000E1	1.153284E-2
5.520000E2	6.200000E1	1.137483E-2
5.520000E2	6.400000E1	1.110500E-2
5.520000E2	6.600000E1	1.071530E-2
5.520000E2	6.800000E1	1.019677E-2
5.520000E2	7.000000E1	9.540721E-3
5.520000E2	7.200000E1	8.740650E-3
5.520000E2	7.400000E1	7.795212E-3
5.520000E2	7.600000E1	6.712465E-3
5.520000E2	7.800000E1	5.515425E-3
5.520000E2	8.000000E1	4.248271E-3
5.540000E2	0.000000E0	2.110492E-2
5.540000E2	2.000000E0	2.107893E-2
5.540000E2	4.000000E0	2.100117E-2
5.540000E2	6.000000E0	2.087226E-2
5.540000E2	8.000000E0	2.069319E-2
5.540000E2	1.000000E1	2.046531E-2
5.540000E2	1.200000E1	2.019029E-2
5.540000E2	1.400000E1	1.987002E-2
5.540000E2	1.600000E1	1.950657E-2
5.540000E2	1.800000E1	1.910212E-2
5.540000E2	2.000000E1	1.865883E-2
5.540000E2	2.200000E1	1.817877E-2
5.540000E2	2.400000E1	1.766382E-2
5.540000E2	2.600000E1	1.711567E-2
5.540000E2	2.800000E1	1.653583E-2
5.540000E2	3.000000E1	1.592601E-2
5.540000E2	3.200000E1	1.528929E-2
5.540000E2	3.400000E1	1.463370E-2
5.540000E2	3.600000E1	1.398460E-2
5.540000E2	3.800000E1	1.343850E-2
5.540000E2	4.000000E1	1.355464E-2
5.540000E2	4.200000E1	1.562234E-2
5.540000E2	4.400000E1	1.049502E-2
5.540000E2	4.600000E1	1.007068E-2
5.540000E2	4.800000E1	1.035414E-2
5.540000E2	5.000000E1	1.073730E-2
5.540000E2	5.200000E1	1.107432E-2
5.540000E2	5.400000E1	1.132558E-2
5.540000E2	5.600000E1	1.148006E-2
5.540000E2	5.800000E1	1.153403E-2
5.540000E2	6.000000E1	1.148448E-2
5.540000E2	6.200000E1	1.132707E-2
5.540000E2	6.400000E1	1.105573E-2
5.540000E2	6.600000E1	1.066284E-2
5.540000E2	6.800000E1	1.013997E-2
5.540000E2	7.000000E1	9.479110E-3
5.540000E2	7.200000E1	8.674629E-3
5.540000E2	7.400000E1	7.726229E-3
5.540000E2	7.600000E1	6.643147E-3
5.540000E2	7.800000E1	5.449526E-3
5.540000E2	8.000000E1	4.190280E-3
5.560000E2	0.000000E0	2.085605E-2
5.560000E2	2.000000E0	2.083055E-2
5.560000E2	4.000000E0	2.075424E-2
5.560000E2	6.000000E0	2.062773E-2
5.560000E2	8.000000E0	2.045195E-2
5.560000E2	1.000000E1	2.022821E-2
5.560000E2	1.200000E1	1.995807E-2
5.560000E2	1.400000E1	1.964336E-2
